employee_id,age,gender,department,job_level,years_experience,work_mode,weekly_work_hours,meetings_per_week,tasks_completed_per_week,collaboration_score,training_hours_per_year,salary_usd,last_promotion_months_ago,manager_rating,self_rating,sick_days_per_year,overtime_frequency,work_life_balance_score,stress_level,sleep_hours_avg,exercise_days_per_week,num_direct_reports,project_success_rate,remote_tools_proficiency,burnout_risk,productivity_score
EMP0476,26,Male,HR,Senior,11,Remote,55,14,39,5.84,65.0,150256,5,4.0,1.8,15,Rarely,2.87,2,7.2,4.0,9,0.74,4,0,100.0
EMP0477,56,Male,Finance,Lead,17,On-site,39,20,30,9.17,39.0,133297,66,3.2,3.2,10,Never,2.37,6,7.7,2.0,11,0.86,9,0,100.0
EMP0478,33,Female,Data Science,Mid,10,Remote,50,21,22,8.62,5.0,173736,61,2.4,3.8,18,Never,5.92,4,7.1,4.0,7,0.92,9,0,100.0
EMP0479,46,Male,Data Science,Manager,15,On-site,34,18,37,5.41,17.0,104918,4,2.5,3.1,26,Never,9.28,9,4.0,6.0,3,0.82,6,1,100.0
EMP0480,42,Female,Marketing,Junior,17,Remote,50,7,29,1.33,80.0,125179,8,4.5,2.7,27,Sometimes,9.93,3,4.0,2.0,6,0.43,8,0,100.0
EMP0481,57,Female,HR,Mid,34,Hybrid,50,5,35,5.82,86.0,109944,27,1.2,2.5,0,Always,3.59,1,7.8,5.0,6,0.49,10,1,100.0
EMP0482,44,Male,Operations,Senior,25,Hybrid,48,2,6,7.34,29.0,124142,37,5.0,4.4,20,Never,7.28,1,5.7,1.0,10,0.44,4,0,67.42
EMP0483,37,Male,Engineering,Lead,15,On-site,37,19,37,4.05,20.0,62603,42,3.7,1.9,28,Never,6.37,9,5.9,0.0,4,0.41,10,1,100.0
EMP0484,35,Male,HR,Junior,5,Hybrid,46,20,36,2.0,61.0,81458,20,3.7,3.9,7,Often,5.4,9,,4.0,11,0.58,8,1,100.0
EMP0485,52,Male,HR,Lead,11,Hybrid,35,10,22,3.51,9.0,105605,61,1.2,4.0,0,Always,6.99,5,5.6,4.0,0,0.64,3,1,81.81
EMP0486,26,Male,Engineering,Senior,12,Remote,42,14,21,7.94,12.0,54623,45,3.4,2.7,29,Always,4.34,2,6.3,3.0,9,0.54,2,0,90.67
EMP0487,56,Female,Marketing,Mid,3,Remote,53,9,38,4.16,75.0,79440,69,2.9,2.2,8,Often,9.5,9,6.5,3.0,3,0.44,6,1,100.0
EMP0488,44,Male,HR,Junior,1,On-site,51,24,11,8.31,8.0,117427,37,1.4,2.9,18,Always,7.35,8,6.2,5.0,6,0.72,5,1,56.82
EMP0489,50,Non-binary,Data Science,Lead,25,Remote,45,14,39,3.88,67.0,173776,48,2.1,1.4,20,Rarely,7.79,10,8.1,2.0,4,0.56,8,1,100.0
EMP0490,32,Male,Engineering,Junior,26,Remote,37,16,34,2.47,38.0,128826,38,4.6,1.2,8,Sometimes,3.18,10,6.1,0.0,1,0.88,1,1,100.0
EMP0491,39,Female,Operations,Mid,26,On-site,50,12,16,4.92,23.0,62460,70,3.2,1.4,20,Often,2.52,6,7.4,6.0,7,0.4,10,1,70.01
EMP0492,33,Female,Finance,Mid,14,Remote,45,13,39,5.07,33.0,145373,29,2.7,1.7,24,Never,4.55,7,6.6,3.0,1,0.91,3,0,100.0
EMP0493,30,Female,Marketing,Lead,7,On-site,30,15,15,1.14,60.0,172637,20,1.3,3.0,9,Always,7.9,6,7.7,3.0,10,0.97,7,0,61.9
EMP0494,31,Female,Engineering,Senior,6,Hybrid,51,5,8,2.05,40.0,39870,0,3.9,4.4,23,Rarely,9.45,5,4.9,1.0,7,0.83,10,0,56.72
EMP0495,38,Female,Finance,Senior,11,Hybrid,44,2,29,2.66,4.0,53909,31,3.8,1.9,22,Rarely,4.85,4,4.0,1.0,10,0.84,4,0,100.0
EMP0496,59,Female,Finance,Mid,12,On-site,54,5,36,2.02,78.0,44117,7,3.5,4.7,10,Sometimes,7.97,7,6.5,5.0,1,0.96,10,0,100.0
EMP0497,28,Female,Operations,Senior,16,Remote,36,20,24,4.07,49.0,102474,68,3.0,4.8,0,Rarely,5.23,4,5.5,5.0,10,0.53,5,0,88.82
EMP0498,34,Female,HR,Senior,16,Remote,30,10,35,9.68,,128926,29,2.7,4.8,19,Always,3.66,10,8.3,3.0,4,1.0,8,1,100.0
EMP0499,30,Male,Operations,Lead,20,Hybrid,47,11,8,5.58,50.0,162463,7,3.4,4.4,24,Always,7.65,10,6.4,2.0,3,0.86,1,1,52.67
EMP0500,48,Male,HR,Lead,7,Remote,47,5,5,6.65,51.0,136536,18,1.9,2.5,25,Rarely,8.18,10,6.8,6.0,0,0.84,1,1,39.72
EMP0501,23,Female,HR,Junior,4,Hybrid,31,21,7,4.21,38.0,55128,58,4.8,1.3,7,Always,2.83,9,6.1,0.0,11,0.62,7,1,53.52
EMP0502,26,Female,Engineering,Senior,25,On-site,37,10,26,3.91,,104001,54,3.4,3.3,19,Always,3.75,5,5.7,3.0,7,0.73,9,1,93.63
EMP0503,50,Female,Engineering,Junior,15,Hybrid,67,14,21,1.21,44.0,35440,29,2.2,3.2,11,Never,5.45,8,6.6,2.0,9,0.79,4,1,68.01
EMP0504,58,Female,Marketing,Mid,27,Remote,42,13,18,5.5,87.0,158491,35,2.8,4.4,0,Often,2.68,6,7.7,2.0,11,0.77,8,0,80.06
EMP0505,59,Non-binary,HR,Mid,28,On-site,50,12,39,5.35,27.0,177735,54,4.2,5.0,9,Always,9.36,4,6.1,3.0,2,0.82,10,0,100.0
EMP0506,40,Male,Finance,Mid,11,Hybrid,39,13,17,2.42,26.0,116662,43,1.6,3.0,3,Always,6.32,3,6.0,2.0,3,0.45,7,0,54.71
EMP0507,29,Male,Data Science,Mid,29,Hybrid,30,19,39,7.88,64.0,35005,26,2.2,2.4,14,Sometimes,2.09,6,7.5,4.0,3,0.61,2,0,100.0
EMP0508,22,Male,Marketing,Senior,22,Remote,43,13,6,5.43,33.0,42038,53,3.7,1.7,18,Often,2.66,1,4.5,2.0,4,0.66,5,1,57.9
EMP0509,43,Male,Engineering,Mid,15,On-site,42,17,17,4.05,80.0,41414,47,2.3,1.0,5,Often,9.59,2,7.9,3.0,2,0.56,9,0,76.06
EMP0510,38,Female,Operations,Senior,13,Hybrid,41,6,20,2.32,61.0,104506,29,4.2,3.0,26,Often,7.64,7,5.5,2.0,8,0.5,9,1,72.19
EMP0511,28,Male,Marketing,Mid,9,On-site,44,21,22,5.97,61.0,111586,38,1.5,3.2,4,Rarely,7.61,4,7.6,6.0,3,0.48,3,0,82.0
EMP0512,46,Female,Marketing,Junior,6,On-site,47,13,11,7.78,37.0,168678,12,4.1,4.3,4,Never,1.65,5,6.9,3.0,9,0.62,3,0,72.83
EMP0513,25,Male,Marketing,Senior,28,Remote,43,22,34,3.54,25.0,51482,15,1.3,3.0,17,Never,9.06,10,4.0,1.0,10,0.7,2,1,100.0
EMP0514,57,Female,Marketing,Mid,2,Hybrid,34,12,11,2.97,23.0,68948,43,1.1,4.7,27,Sometimes,4.99,1,6.5,3.0,10,0.44,7,0,37.85
EMP0515,27,Female,Data Science,Mid,14,On-site,48,10,19,5.7,38.0,124987,70,4.6,3.5,2,Often,6.94,2,8.1,2.0,3,0.97,6,0,99.93
EMP0516,52,Male,Operations,Senior,18,Remote,30,19,23,2.4,20.0,55875,26,3.3,4.4,26,Often,9.64,4,6.1,3.0,5,0.86,5,0,94.95
EMP0517,40,Female,Operations,Mid,12,On-site,30,4,6,7.0,93.0,48057,44,2.4,1.6,21,Always,1.9,8,6.2,0.0,7,0.84,7,1,46.26
EMP0518,48,Male,Operations,Junior,20,On-site,50,21,17,6.45,46.0,67400,34,1.9,4.4,1,Rarely,5.34,10,5.6,3.0,6,0.5,4,1,60.69
EMP0519,31,Male,HR,Mid,26,Hybrid,49,18,35,1.78,47.0,103607,27,3.5,3.7,3,Rarely,1.45,4,7.9,3.0,3,0.76,5,0,100.0
EMP0520,47,Male,Finance,Manager,28,Hybrid,44,15,20,1.33,12.0,122561,6,3.0,1.7,17,Sometimes,5.5,3,5.9,0.0,3,0.72,9,0,74.14
EMP0521,40,Male,Operations,Senior,19,On-site,33,2,10,6.58,2.0,62503,61,5.0,1.8,8,Never,3.27,3,8.6,0.0,4,0.99,9,0,78.44
EMP0522,24,Male,Marketing,Senior,24,On-site,39,18,32,3.65,31.0,136096,50,4.9,4.7,18,Often,9.2,5,7.9,0.0,9,0.85,4,0,100.0
EMP0523,34,Female,Marketing,Senior,5,Remote,42,9,36,1.78,34.0,81612,45,3.5,1.1,25,Sometimes,4.59,3,8.1,5.0,4,0.75,6,0,100.0
EMP0524,49,Female,Operations,Junior,1,Remote,32,6,14,7.83,18.0,133318,19,2.8,2.9,9,Rarely,6.7,8,6.6,4.0,11,0.91,2,0,66.8
EMP0525,41,Female,Operations,Mid,21,Hybrid,39,6,22,3.83,,119335,37,3.0,2.3,21,Rarely,8.74,5,5.9,5.0,0,0.49,3,0,83.69
EMP0526,49,Male,Marketing,Senior,31,Hybrid,50,10,8,5.14,47.0,135989,60,3.7,3.7,14,Rarely,9.85,7,7.1,3.0,7,0.41,9,0,46.7
EMP0527,29,Female,HR,Junior,15,Hybrid,56,4,13,3.13,85.0,128012,31,,4.4,0,Often,5.53,8,8.4,5.0,9,0.81,6,1,57.29
EMP0528,22,Male,Engineering,Mid,17,Hybrid,41,20,11,6.65,80.0,116748,25,2.3,2.4,28,Often,5.1,5,8.6,5.0,4,0.46,8,0,55.06
EMP0529,24,Male,Engineering,Mid,4,Remote,51,24,12,3.71,67.0,175500,57,1.3,2.7,10,Often,1.68,8,4.3,0.0,2,0.47,5,1,42.36
EMP0530,34,Female,Operations,Mid,29,Hybrid,30,10,11,9.71,44.0,100195,38,1.3,4.9,13,Always,1.11,3,9.7,0.0,2,0.85,2,1,80.29
EMP0531,49,Male,Data Science,Manager,18,Remote,50,23,7,7.33,18.0,124846,19,1.8,4.1,9,Never,6.48,7,6.8,1.0,3,0.56,7,0,48.05
EMP0532,46,Female,Operations,Junior,22,Hybrid,38,19,21,2.23,63.0,137404,49,2.9,4.6,18,Rarely,1.59,8,7.4,5.0,11,0.78,6,1,79.69
EMP0533,54,Female,Operations,Mid,33,Hybrid,47,17,6,4.75,65.0,74142,51,4.1,2.8,23,Rarely,4.42,7,5.4,4.0,6,0.95,2,0,53.38
EMP0534,59,Male,Engineering,Junior,12,Remote,43,2,19,4.47,78.0,106540,21,2.9,1.9,20,Always,1.03,2,5.3,3.0,4,0.59,6,1,81.41
EMP0535,27,Male,Marketing,Manager,28,Remote,55,3,33,5.81,65.0,111948,52,2.3,2.6,15,Rarely,6.54,8,4.8,6.0,0,0.53,8,1,100.0
EMP0536,53,Male,Operations,Junior,21,Hybrid,38,15,26,8.58,74.0,93951,65,1.3,3.9,7,Rarely,4.83,6,8.5,6.0,11,0.46,1,0,98.77
EMP0537,42,Female,Marketing,Mid,8,Hybrid,50,15,8,6.25,44.0,46755,42,3.2,1.4,1,Often,2.14,10,5.7,2.0,4,0.48,4,1,41.91
EMP0538,37,Male,Marketing,Senior,18,Remote,42,2,10,1.55,86.0,152985,22,2.1,2.1,22,Often,3.67,3,6.4,4.0,4,0.44,1,1,42.22
EMP0539,42,Male,Data Science,Senior,5,On-site,43,17,30,6.9,73.0,119553,63,3.5,1.2,24,Never,6.13,4,6.1,4.0,5,0.45,2,0,100.0
EMP0540,32,Male,Marketing,Mid,14,Hybrid,43,16,15,1.07,66.0,169962,8,,2.7,6,Rarely,6.91,7,5.3,1.0,6,0.66,1,0,62.96
EMP0541,58,Female,Engineering,Mid,19,On-site,38,16,30,8.02,68.0,129376,6,1.4,4.3,18,Sometimes,5.16,3,6.3,3.0,4,0.59,6,0,100.0
EMP0542,57,Male,HR,Mid,8,Hybrid,44,13,21,7.0,,52175,40,1.8,1.1,6,Rarely,8.24,1,6.6,3.0,10,0.82,6,0,98.53
EMP0543,56,Male,HR,Mid,31,Hybrid,44,17,28,3.78,37.0,100687,53,2.9,3.7,14,Rarely,2.01,6,8.0,0.0,1,0.92,1,0,98.47
EMP0544,40,Female,Finance,Junior,3,On-site,46,15,32,3.63,76.0,119983,64,4.9,4.7,7,Never,1.76,3,5.2,0.0,1,0.87,4,1,100.0
EMP0545,41,Female,Operations,Mid,17,Hybrid,45,16,39,8.18,41.0,81629,1,4.1,1.9,13,Sometimes,1.4,10,5.8,,3,0.72,4,1,100.0
EMP0546,39,Male,Engineering,Mid,4,Hybrid,51,24,35,8.05,82.0,151779,3,4.6,3.8,0,Rarely,5.82,6,7.2,1.0,0,0.46,8,0,100.0
EMP0547,35,Male,Marketing,Mid,19,Remote,52,16,17,4.17,39.0,103513,31,2.3,4.9,28,Sometimes,7.36,10,6.6,,6,0.83,6,1,62.6
EMP0548,36,Male,HR,Senior,22,Hybrid,36,20,39,3.69,49.0,117762,1,,4.8,12,Often,2.17,3,6.6,1.0,0,0.62,2,0,100.0
EMP0549,52,Female,Engineering,Manager,10,Remote,51,9,20,6.04,34.0,167731,63,1.4,1.9,2,Often,6.75,6,5.3,2.0,2,0.45,5,1,69.0
EMP0550,22,Male,HR,Senior,21,Remote,35,3,19,1.08,23.0,92941,13,1.2,1.4,20,Sometimes,5.29,4,7.4,6.0,9,0.91,4,0,68.36
EMP0551,24,Female,Marketing,Junior,3,Remote,49,3,22,1.74,87.0,78473,19,4.4,1.6,27,Rarely,9.89,4,8.2,3.0,6,0.6,10,0,75.74
EMP0552,37,Female,HR,Junior,28,Remote,49,11,31,2.14,16.0,51040,48,4.7,3.8,5,Sometimes,7.46,10,,0.0,10,0.53,4,0,100.0
EMP0553,44,Female,Operations,Manager,33,On-site,30,4,39,2.67,,104806,7,1.4,3.9,18,Sometimes,6.92,10,6.3,4.0,11,0.92,8,1,100.0
EMP0554,32,Male,Operations,Mid,12,Remote,45,24,39,5.61,73.0,179358,62,1.5,3.7,14,Often,6.13,2,4.0,1.0,11,0.94,5,1,100.0
EMP0555,33,Female,Finance,Junior,8,Hybrid,41,18,32,9.93,65.0,147076,45,1.1,2.3,3,Sometimes,9.98,4,6.8,6.0,5,0.6,3,0,100.0
EMP0556,31,Female,Finance,Senior,30,On-site,38,9,13,6.87,43.0,90916,20,1.4,1.7,20,Always,9.82,4,6.6,6.0,6,0.61,10,0,62.4
EMP0557,53,Female,HR,Senior,6,Hybrid,55,24,16,1.55,,168363,31,1.8,3.3,2,Always,5.84,7,5.3,6.0,4,0.75,4,1,49.63
EMP0558,37,Male,Engineering,Senior,3,Remote,39,5,19,5.73,5.0,179195,7,4.9,2.9,3,Often,5.1,5,5.5,0.0,7,0.84,1,0,93.14
EMP0559,29,Non-binary,Operations,Mid,18,Hybrid,38,15,25,5.47,65.0,38811,15,3.7,3.9,4,Rarely,5.16,8,5.3,4.0,5,0.44,6,1,88.04
EMP0560,59,Male,Engineering,Junior,29,Hybrid,45,22,39,2.3,20.0,66276,39,4.1,2.8,17,Rarely,4.86,7,6.8,,11,0.76,10,0,100.0
EMP0561,33,Male,Engineering,Manager,30,Hybrid,50,11,37,9.28,34.0,116049,26,4.1,2.4,25,Often,5.78,10,5.5,3.0,3,0.97,4,1,100.0
EMP0562,45,Male,HR,Mid,34,On-site,43,2,23,4.97,28.0,178266,17,,2.2,24,Rarely,3.46,9,6.7,1.0,10,0.56,6,1,84.64
EMP0563,49,Female,Engineering,Senior,20,On-site,54,5,27,9.95,6.0,108062,34,4.2,1.8,9,Never,9.34,8,9.4,2.0,0,0.95,2,0,100.0
EMP0564,29,Male,Operations,Senior,30,Hybrid,49,2,17,4.78,92.0,89499,51,3.4,2.1,7,Always,5.41,9,6.3,,1,0.97,5,1,75.25
EMP0565,49,Male,Marketing,Senior,18,Remote,30,18,5,6.47,52.0,81281,14,2.3,1.4,11,Never,8.58,1,5.1,6.0,11,0.56,9,0,49.69
EMP0566,57,Male,Finance,Mid,30,Hybrid,40,18,33,1.94,36.0,79852,62,3.2,2.4,21,Never,5.28,10,4.8,0.0,5,0.85,8,1,94.57
EMP0567,47,Male,Marketing,Mid,31,Remote,40,8,28,5.09,22.0,39595,52,3.1,1.1,25,Never,7.46,3,6.9,5.0,3,0.54,3,0,100.0
EMP0568,29,Female,Engineering,Senior,1,On-site,48,24,20,3.15,96.0,130930,65,4.3,1.7,26,Often,4.03,5,8.9,1.0,2,0.84,1,0,81.99
EMP0569,49,Female,Marketing,Lead,9,Remote,30,21,29,8.52,7.0,127676,30,,4.0,2,Never,6.62,9,5.4,3.0,6,0.88,10,1,100.0
EMP0570,49,Male,Operations,Manager,1,Remote,65,16,27,8.06,75.0,54405,60,2.6,2.3,26,Sometimes,5.49,8,4.0,0.0,6,0.55,3,1,100.0
EMP0571,58,Male,Operations,Junior,1,On-site,49,14,32,8.42,47.0,93122,63,4.1,3.7,17,Rarely,4.3,10,8.5,3.0,1,0.83,8,1,100.0
EMP0572,57,Female,Engineering,Junior,23,Hybrid,46,3,20,7.51,9.0,163909,33,1.4,3.9,22,Often,8.93,7,9.5,2.0,7,0.89,3,0,90.1
EMP0573,48,Male,HR,Manager,16,Remote,54,20,15,8.49,78.0,38447,54,4.1,3.3,7,Sometimes,2.01,2,7.4,6.0,10,0.62,5,0,83.4
EMP0574,38,Male,Marketing,Senior,31,Hybrid,63,14,7,2.81,23.0,45662,58,,4.8,25,Sometimes,5.38,6,7.0,2.0,0,0.5,2,0,36.46
EMP0575,30,Non-binary,HR,Lead,15,On-site,51,12,19,5.07,89.0,93282,2,1.2,1.1,0,Always,2.75,4,6.6,6.0,10,0.46,1,1,69.07
EMP0576,54,Female,HR,Junior,15,Remote,52,23,5,7.23,46.0,170971,16,2.5,4.0,13,Always,8.75,5,7.3,4.0,9,0.75,10,0,57.47
EMP0577,41,Male,Data Science,Senior,30,On-site,46,16,11,6.74,52.0,63582,45,3.4,4.8,21,Sometimes,3.28,5,7.3,4.0,6,0.99,5,0,73.78
EMP0578,34,Female,Engineering,Senior,23,Remote,43,11,5,7.45,38.0,102471,37,1.5,4.4,22,Always,6.7,4,6.8,4.0,9,0.89,5,0,52.56
EMP0579,49,Male,Finance,Senior,0,On-site,41,10,36,3.02,66.0,158513,34,4.7,1.7,12,Rarely,2.49,4,5.4,3.0,11,0.66,6,0,100.0
EMP0580,50,Female,Operations,Mid,10,On-site,38,10,13,1.89,65.0,142578,0,1.3,2.3,24,Rarely,4.64,4,6.8,4.0,0,0.72,2,0,49.16
EMP0581,34,Male,Operations,Junior,20,Remote,39,21,33,9.25,5.0,110871,28,4.7,1.7,11,Always,9.09,2,6.4,1.0,11,0.57,9,0,100.0
EMP0582,56,Male,Engineering,Senior,3,Hybrid,34,2,30,6.04,20.0,118205,3,3.8,3.4,2,Never,2.49,1,5.5,5.0,2,0.5,2,0,100.0
EMP0583,27,Male,Finance,Mid,6,Remote,44,18,27,2.38,72.0,109081,60,2.3,3.8,17,Sometimes,6.97,2,6.8,5.0,2,0.69,2,0,100.0
EMP0584,39,Female,Operations,Mid,25,Hybrid,31,13,33,8.14,73.0,140783,16,2.6,2.3,20,Rarely,2.84,7,5.9,3.0,9,0.68,5,1,100.0
EMP0585,26,Female,Engineering,Manager,11,Hybrid,46,11,37,9.23,35.0,118805,27,4.0,3.2,12,Always,4.74,1,6.6,3.0,1,0.71,9,0,100.0
EMP0586,46,Male,Operations,Mid,30,Hybrid,44,6,11,2.53,2.0,159698,49,3.4,3.8,14,Always,5.87,6,7.0,4.0,9,0.97,4,0,59.8
EMP0587,23,Male,HR,Lead,16,Remote,46,19,16,8.36,87.0,173138,7,3.7,2.7,9,Rarely,6.2,4,7.2,6.0,4,0.76,6,0,88.78
EMP0588,31,Female,Marketing,Junior,32,Remote,40,16,35,9.4,85.0,45712,33,2.6,4.4,0,Rarely,6.42,2,5.9,5.0,3,0.76,2,0,100.0
EMP0589,51,Male,Marketing,Senior,10,Remote,69,7,36,9.45,77.0,116527,58,3.0,4.1,28,Never,6.76,3,7.0,5.0,5,0.48,4,0,100.0
EMP0590,26,Male,Operations,Manager,27,Remote,55,8,24,9.23,41.0,164453,17,5.0,1.3,5,Always,3.45,7,,4.0,1,1.0,9,0,100.0
EMP0591,54,Non-binary,Data Science,Junior,31,Hybrid,35,18,21,5.92,44.0,161888,58,,3.5,8,Always,4.61,6,7.7,3.0,3,0.86,2,0,97.23
EMP0592,22,Male,Finance,Junior,0,On-site,46,7,7,4.21,43.0,122185,26,2.7,1.9,9,Often,1.34,6,6.9,2.0,11,0.93,1,0,60.11
EMP0593,39,Female,Finance,Mid,27,Hybrid,40,9,5,1.07,90.0,134851,15,2.2,3.2,14,Never,7.92,8,7.2,6.0,6,0.65,4,0,17.67
EMP0594,53,Non-binary,Finance,Junior,6,Hybrid,36,13,31,1.55,32.0,47210,9,4.1,4.8,8,Rarely,8.53,8,6.0,2.0,0,0.7,4,0,100.0
EMP0595,32,Male,HR,Senior,1,On-site,34,22,37,4.86,59.0,71972,21,4.1,4.5,22,Rarely,2.79,6,9.6,4.0,10,0.71,1,0,100.0
EMP0596,42,Male,Finance,Lead,23,Hybrid,48,15,24,4.59,85.0,69136,15,2.2,2.6,13,Sometimes,2.81,1,6.4,2.0,2,0.52,4,0,92.69
EMP0597,47,Male,Marketing,Mid,3,On-site,39,13,18,2.66,92.0,151445,11,1.3,2.2,10,Rarely,1.38,10,7.8,1.0,0,0.81,3,1,67.25
EMP0598,46,Female,HR,Mid,18,Hybrid,52,24,9,4.56,82.0,50945,50,1.0,1.9,6,Always,9.73,7,5.9,1.0,1,0.94,2,1,41.77
EMP0599,43,Female,Engineering,Mid,25,Remote,52,11,27,2.57,82.0,114180,0,2.7,3.1,23,Rarely,8.26,8,6.9,1.0,8,0.5,10,0,81.19
EMP0600,48,Female,Finance,Senior,10,Remote,55,23,19,8.64,69.0,105453,26,2.6,1.5,25,Always,4.25,5,6.9,3.0,9,0.45,4,0,85.85
EMP0601,34,Male,Finance,Junior,10,Hybrid,38,21,10,3.68,,120404,66,5.0,3.2,29,Always,5.34,4,7.1,3.0,4,0.84,8,0,71.44
EMP0602,54,Female,Engineering,Senior,2,Remote,48,16,37,6.39,76.0,179296,11,2.9,1.0,1,Never,3.63,7,5.5,3.0,3,0.56,7,0,100.0
EMP0603,55,Female,Finance,Senior,11,Remote,50,8,23,5.53,25.0,38052,29,,2.3,13,Rarely,6.38,6,7.0,3.0,11,0.77,9,0,86.46
EMP0604,56,Female,Engineering,Senior,2,Hybrid,41,10,17,1.47,85.0,62272,8,4.6,1.9,5,Never,7.46,6,5.9,3.0,3,0.82,8,0,63.83
EMP0605,22,Female,HR,Junior,26,Hybrid,38,11,33,9.48,20.0,76150,52,3.0,4.9,4,Always,5.03,3,7.5,4.0,7,0.59,1,0,100.0
EMP0606,42,Female,Marketing,Senior,1,Hybrid,57,11,10,5.75,99.0,173312,60,3.4,3.9,4,Rarely,8.86,10,5.4,2.0,11,0.89,2,1,59.23
EMP0607,27,Female,Engineering,Junior,15,Remote,46,17,19,3.93,1.0,132095,53,1.4,2.4,28,Rarely,5.65,4,6.9,4.0,2,0.73,2,0,74.31
EMP0608,49,Female,Data Science,Junior,1,Remote,50,8,20,2.42,46.0,103774,36,2.5,1.4,18,Never,2.3,5,6.5,2.0,11,0.92,8,0,82.18
EMP0609,38,Male,Engineering,Lead,29,Hybrid,38,6,28,4.05,29.0,78175,64,4.8,3.1,18,Never,6.6,9,8.7,4.0,11,0.86,4,1,100.0
EMP0610,26,Male,Finance,Senior,19,On-site,35,24,27,1.18,26.0,166637,41,3.4,1.9,5,Always,5.16,8,7.8,1.0,3,0.92,9,1,89.84
EMP0611,52,Female,HR,Junior,27,Hybrid,40,4,14,4.27,70.0,51375,48,2.4,3.1,27,Always,9.42,3,8.1,0.0,1,0.41,2,0,63.73
EMP0612,26,Male,Operations,Junior,24,On-site,44,19,21,5.78,19.0,60710,3,3.5,4.3,25,Rarely,4.53,6,5.6,3.0,5,0.55,4,0,81.09
EMP0613,59,Female,HR,Junior,31,On-site,36,12,34,8.85,49.0,142026,63,4.6,3.5,28,Rarely,4.63,10,6.0,,11,0.45,1,1,100.0
EMP0614,24,Non-binary,Operations,Mid,9,Hybrid,44,16,14,7.19,94.0,62597,50,2.1,3.5,9,Often,6.86,1,6.5,0.0,8,0.67,3,0,77.39
EMP0615,44,Female,Engineering,Junior,32,Remote,31,22,23,2.0,22.0,109289,71,3.0,3.2,22,Often,5.74,3,7.9,1.0,11,0.93,6,0,92.22
EMP0616,58,Male,Marketing,Junior,12,Hybrid,36,21,33,2.33,12.0,120687,59,4.8,4.7,13,Sometimes,4.37,10,7.0,0.0,3,0.68,9,0,100.0
EMP0617,58,Male,Data Science,Mid,15,Hybrid,50,6,6,4.85,80.0,153968,30,1.7,4.7,16,Always,9.91,7,5.6,0.0,10,0.91,1,1,47.39
EMP0618,31,Male,HR,Senior,21,Hybrid,49,13,23,2.76,3.0,75274,71,3.9,3.1,29,Sometimes,3.72,7,5.7,1.0,5,0.6,5,1,85.06
EMP0619,31,Female,Finance,Senior,19,Hybrid,41,5,11,1.25,13.0,83634,57,3.5,2.2,2,Sometimes,3.5,2,7.9,2.0,3,0.6,2,0,50.04
EMP0620,40,Female,Operations,Senior,26,Hybrid,36,16,30,8.25,19.0,65041,3,3.7,2.8,27,Never,8.78,3,7.0,4.0,1,0.94,7,0,100.0
EMP0621,38,Female,Finance,Junior,15,Remote,36,10,19,1.18,12.0,173320,21,2.4,1.7,0,Never,1.03,7,6.6,5.0,5,0.66,4,0,58.59
EMP0622,42,Male,Marketing,Manager,33,Hybrid,42,8,7,8.48,2.0,120365,2,2.3,3.5,9,Often,2.81,6,6.5,0.0,11,0.87,5,1,64.21
EMP0623,35,Female,Operations,Lead,31,Remote,50,11,20,2.3,89.0,168275,46,3.7,3.0,2,Sometimes,6.31,7,7.6,3.0,6,0.54,8,0,73.39
EMP0624,30,Female,HR,Lead,25,On-site,52,24,6,9.77,89.0,86986,37,,1.4,4,Often,2.46,10,5.2,1.0,3,0.97,2,1,58.64
EMP0625,22,Male,Engineering,Lead,24,Remote,41,14,35,6.43,81.0,60370,32,2.7,1.8,24,Always,9.87,9,6.6,6.0,11,0.74,3,1,100.0
EMP0626,34,Female,Finance,Manager,1,Remote,35,9,32,7.61,95.0,70247,47,1.8,2.9,18,Rarely,5.18,8,6.6,6.0,10,0.86,5,1,100.0
EMP0627,25,Male,Marketing,Mid,11,Hybrid,47,13,11,1.99,77.0,159403,64,1.0,4.6,9,Never,6.38,6,5.0,0.0,6,0.45,10,0,51.74
EMP0628,22,Male,HR,Junior,8,Hybrid,38,23,34,8.76,46.0,154544,25,4.9,3.3,29,Always,2.44,4,6.3,5.0,10,0.7,4,1,100.0
EMP0629,53,Female,HR,Senior,11,Hybrid,40,20,11,8.55,2.0,166506,7,2.7,3.7,25,Always,3.6,10,9.2,2.0,7,0.94,5,1,54.19
EMP0630,55,Male,HR,Senior,25,Remote,55,2,33,6.88,0.0,97982,49,4.9,2.4,24,Never,6.53,9,5.5,2.0,10,0.93,3,1,100.0
EMP0631,49,Female,HR,Senior,8,Hybrid,51,17,28,5.52,89.0,100180,37,1.6,3.3,15,Never,5.95,7,6.7,5.0,2,0.43,9,0,90.91
EMP0632,52,Female,Operations,Mid,9,Remote,46,23,8,7.49,23.0,143534,9,3.3,2.8,0,Sometimes,8.06,5,4.0,3.0,1,0.58,8,0,63.1
EMP0633,29,Female,HR,Junior,31,On-site,34,18,33,1.05,34.0,59644,41,1.8,3.6,5,Often,3.42,2,6.3,0.0,4,0.67,6,1,100.0
EMP0634,47,Male,Finance,Mid,33,On-site,46,19,9,6.33,13.0,73493,36,4.2,1.2,8,Always,6.88,9,5.2,3.0,1,0.5,1,1,54.03
